outer_block_id,trade_date,prediction_time,generated_at,fill_trade_date,contract_id,future_end,pred_terminal_return,actual_terminal_return,pred_terminal_q10_return,pred_terminal_q90_return,pred_slope_per_step,actual_slope_per_step,pred_close_dispersion_pct,actual_close_dispersion_pct,pred_close_return_h1,actual_close_return_h1,pred_q10_close_return_h1,pred_q90_close_return_h1,pred_close_return_h2,actual_close_return_h2,pred_q10_close_return_h2,pred_q90_close_return_h2,pred_close_return_h3,actual_close_return_h3,pred_q10_close_return_h3,pred_q90_close_return_h3,pred_close_return_h4,actual_close_return_h4,pred_q10_close_return_h4,pred_q90_close_return_h4,pred_close_return_h5,actual_close_return_h5,pred_q10_close_return_h5,pred_q90_close_return_h5
outer-2017-2018,2016-12-29T00:00:00+00:00,2016-12-30T14:50:14.329502576+00:00,2016-12-30T14:50:14.329502576+00:00,2017-01-02T00:00:00+00:00,NGG7@2017-01-27,2017-01-06T00:00:00+00:00,0.0024203062057495117,-0.14270696452036802,-0.054333627223968506,0.06153857707977295,0.0002946376800537109,-0.012851511169513793,0.0007665225421078503,0.02351685104443627,0.001596212387084961,-0.08015768725361372,-0.024869859218597412,0.0283660888671875,0.0026831626892089844,-0.12851511169513807,-0.03189212083816528,0.036379098892211914,0.0027272701263427734,-0.1445466491458608,-0.040824174880981445,0.04401063919067383,0.003981351852416992,-0.13193166885676744,-0.04653412103652954,0.05303668975830078,0.0024203062057495117,-0.14270696452036802,-0.054333627223968506,0.06153857707977295
outer-2017-2018,2017-01-24T00:00:00+00:00,2017-01-25T14:49:27.263814922+00:00,2017-01-25T14:49:27.263814922+00:00,2017-01-26T00:00:00+00:00,NGH7@2017-02-24,2017-01-31T00:00:00+00:00,0.006311893463134766,-0.05722070844686655,-0.06109189987182617,0.07652723789215088,-9.987354278564461e-05,-0.019860732667272188,0.00045606671483255923,0.030161213267110045,0.006237983703613281,0.01816530426884655,-0.023792564868927002,0.03435492515563965,0.006250262260437012,0.025734181047532445,-0.035150110721588135,0.04764282703399658,0.006143331527709961,0.0027247956403269047,-0.04433560371398926,0.05794954299926758,0.005103707313537598,-0.022101120193763202,-0.05318868160247803,0.06502246856689453,0.006311893463134766,-0.05722070844686655,-0.06109189987182617,0.07652723789215088
outer-2017-2018,2017-02-13T00:00:00+00:00,2017-02-14T14:49:29.250496882+00:00,2017-02-14T14:49:29.250496882+00:00,2017-02-15T00:00:00+00:00,NGH7@2017-02-24,2017-02-20T00:00:00+00:00,-0.006263256072998047,-0.0539433253670194,-0.06494742631912231,0.052776336669921875,-0.0009628057479858399,-0.013758962103106865,0.0014060025569051504,0.020390816578119874,-0.0023906826972961426,0.0027313076135200287,-0.03220832347869873,0.026543140411376953,-0.003769218921661377,-0.02663024923181967,-0.03905230760574341,0.035127878189086914,-0.0037556886672973633,-0.029361556845339698,-0.04837888479232788,0.042706847190856934,-0.005652129650115967,-0.05087060430180945,-0.05646920204162598,0.047720909118652344,-0.006263256072998047,-0.0539433253670194,-0.06494742631912231,0.052776336669921875
outer-2017-2018,2017-03-07T00:00:00+00:00,2017-03-08T14:49:23.130408594+00:00,2017-03-08T14:49:23.130408594+00:00,2017-03-09T00:00:00+00:00,NGJ7@2017-03-29,2017-03-14T00:00:00+00:00,0.005833029747009277,0.03223545900490543,-0.04198646545410156,0.05603146553039551,0.00020964145660400368,-0.0040644709180097886,0.0007387322839349508,0.01609486205726115,0.0056504011154174805,0.04940434477925715,-0.019868433475494385,0.028609752655029297,0.005887269973754883,0.06587245970567612,-0.023948192596435547,0.03739452362060547,0.006736040115356445,0.0802382620882971,-0.02980417013168335,0.04425990581512451,0.007618427276611328,0.059565522074281674,-0.03553587198257446,0.05090630054473877,0.005833029747009277,0.03223545900490543,-0.04198646545410156,0.05603146553039551
outer-2017-2018,2017-03-29T00:00:00+00:00,2017-03-30T13:52:19.238774064+00:00,2017-03-30T13:52:19.238774064+00:00,2017-03-31T00:00:00+00:00,NGK7@2017-04-26,2017-04-05T00:00:00+00:00,0.0007216930389404297,0.017096673919801075,-0.04463309049606323,0.04888713359832764,0.00022789239883422852,0.007304942493005905,0.0007892613648436964,0.016827680120079222,-0.0002232193946838379,-0.007771215418091337,-0.020955026149749756,0.021628737449645996,0.0014449357986450195,0.0006216972334471826,-0.024506032466888428,0.03159964084625244,3.62396240234375e-05,-0.02269194902082683,-0.0340043306350708,0.0365680456161499,0.0018340349197387695,0.023935343487721417,-0.03954958915710449,0.04521656036376953,0.0007216930389404297,0.017096673919801075,-0.04463309049606323,0.04888713359832764
outer-2017-2018,2017-04-19T00:00:00+00:00,2017-04-20T13:48:54.386580250+00:00,2017-04-20T13:48:54.386580250+00:00,2017-04-21T00:00:00+00:00,NGK7@2017-04-26,2017-04-26T00:00:00+00:00,-0.0017625689506530762,-0.01567398119122254,-0.044217824935913086,0.041374921798706055,-0.00012328624725341795,0.00015673981191222113,0.00046029119403101504,0.011940240939012341,-0.000985860824584961,-0.02946708463949843,-0.019703567028045654,0.018132567405700684,-0.000789940357208252,-0.022257053291535933,-0.02489328384399414,0.025997161865234375,-0.0014377832412719727,-0.041065830721003116,-0.032374560832977295,0.03171098232269287,-0.00046938657760620117,-0.0482758620689655,-0.03851288557052612,0.03697395324707031,-0.0017625689506530762,-0.01567398119122254,-0.044217824935913086,0.041374921798706055
outer-2017-2018,2017-05-11T00:00:00+00:00,2017-05-12T13:46:23.409223245+00:00,2017-05-12T13:46:23.409223245+00:00,2017-05-14T00:00:00+00:00,NGM7@2017-05-26,2017-05-18T00:00:00+00:00,-0.0010454654693603516,-0.05313149302463649,-0.038134753704071045,0.03971445560455322,-7.782578468322762e-05,-0.015791035915701992,0.0005382996168918908,0.023545458410408063,-0.0009589195251464844,0.004749183734045648,-0.020333707332611084,0.018642425537109375,0.00042188167572021484,-0.00534283170080152,-0.023804545402526855,0.026594161987304688,-0.0003687143325805664,-0.04125853368952215,-0.03160429000854492,0.031084179878234863,-0.00018328428268432617,-0.047491837340457144,-0.03482693433761597,0.036252379417419434,-0.0010454654693603516,-0.05313149302463649,-0.038134753704071045,0.03971445560455322
outer-2017-2018,2017-06-05T00:00:00+00:00,2017-06-06T13:49:16.538428448+00:00,2017-06-06T13:49:16.538428448+00:00,2017-06-07T00:00:00+00:00,NGN7@2017-06-28,2017-06-12T00:00:00+00:00,0.002603292465209961,0.011741026501174145,-0.035445988178253174,0.04288601875305176,0.0003340601921081545,-0.0009728279100972758,0.00047463743248954415,0.003960108571183838,0.0012066364288330078,0.01308285810130827,-0.015498816967010498,0.019132375717163086,0.0015958547592163086,0.020127474002012757,-0.02136385440826416,0.027690768241882324,0.0018957853317260742,0.021133847702113462,-0.026338517665863037,0.033577799797058105,0.0021431446075439453,0.01308285810130827,-0.03013402223587036,0.03767073154449463,0.002603292465209961,0.011741026501174145,-0.035445988178253174,0.04288601875305176
outer-2017-2018,2017-06-27T00:00:00+00:00,2017-06-28T13:52:57.206181429+00:00,2017-06-28T13:52:57.206181429+00:00,2017-06-29T00:00:00+00:00,NGQ7@2017-07-27,2017-07-04T00:00:00+00:00,0.008108258247375488,-0.023248199083169552,-0.03438687324523926,0.05046415328979492,0.0004107475280761718,-0.006352324819908319,0.0006145999068394303,0.012473680105628446,0.006292223930358887,-0.004911591355599154,-0.0138930082321167,0.02687537670135498,0.007318377494812012,-0.004256712508185934,-0.020465433597564697,0.034487247467041016,0.007385849952697754,-0.03307138179436808,-0.024807870388031006,0.040346384048461914,0.007793784141540527,-0.03110674525212831,-0.02721494436264038,0.04441654682159424,0.008108258247375488,-0.023248199083169552,-0.03438687324523926,0.05046415328979492
outer-2017-2018,2017-07-18T00:00:00+00:00,2017-07-19T13:53:49.582891993+00:00,2017-07-19T13:53:49.582891993+00:00,2017-07-20T00:00:00+00:00,NGQ7@2017-07-27,2017-07-25T00:00:00+00:00,0.00044715404510498047,-0.04384540435206241,-0.04024076461791992,0.041722655296325684,-0.0003668785095214847,-0.007307567392010406,0.0005921724368818104,0.013276186296424505,0.0015331506729125977,-0.015589477102955551,-0.018942832946777344,0.022048234939575195,0.001828312873840332,-0.03864891198441056,-0.02506089210510254,0.027713775634765625,0.0008246898651123047,-0.04611886976291013,-0.02960437536239624,0.03243422508239746,0.00033152103424072266,-0.0552127314063009,-0.03330099582672119,0.035561203956604004,0.00044715404510498047,-0.04384540435206241,-0.04024076461791992,0.041722655296325684
